"periodo","prov","proporcion_mujeres","ratioexp","ratioanalf","ratiobach","ratiouniv","ratio_asistencia_clases","edad_prom","promedio_ingpc","ratio_empleo_pleno"
"2014T2",13,0.502287561729345,0.0931113791296089,0.915898394480351,0.203048320070424,0.0955270599471564,NA,30.0556819909905,165.335172297313,0.224291218065158
"2014T2",14,0.49228383477796,0.123371409721721,0.931965270305382,0.189421910848795,0.0666697854461021,NA,23.2947885218396,141.931841612924,0.210764914904958
"2014T2",15,0.484426554149536,0.097890235621003,0.942039491033501,0.171272115298929,0.0846733132986616,NA,25.5915040400275,159.462640067318,0.226830906420348
"2014T2",16,0.502924379773548,0.126001274712373,0.905016719275269,0.236921249342143,0.130519069562814,NA,25.813127959366,207.402494177133,0.281508177584402
"2014T2",17,0.511138645474245,0.089951104206253,0.957892962860376,0.307018357247561,0.199827863841641,NA,30.6654776924675,315.199937775679,0.440048070557873
"2014T2",18,0.517027833613457,0.145023999195813,0.932849132729781,0.24209421230961,0.156363318939341,NA,31.9116101645822,224.223872474458,0.29147140220018
"2014T2",19,0.490757883512245,0.115009868481964,0.934010547005696,0.213143905722401,0.101333599258275,NA,26.3357848507633,159.544677499678,0.236182201814295
"2014T2",20,0.478845623464924,0.109408892663849,0.978053890125347,0.333579901960347,0.153250611923544,NA,30.385566384483,600.020777659191,0.607721058715839
"2014T2",21,0.487367007427199,0.0719265087640301,0.943047702389896,0.12174992249872,0.0497884987342154,NA,26.1299456633629,168.050559642215,0.270442748032227
"2014T2",22,0.482673099945371,0.0877374587643154,0.954772552455923,0.12672641323983,0.0500685366298179,NA,24.2436884854194,199.117171950733,0.285291893086294
"2014T2",23,0.492861382801924,0.0756515014982879,0.925334644567722,0.171850369652695,0.0839401448787074,NA,26.8495745680097,189.64776591532,0.308927878455358
"2014T2",24,0.496110841033981,0.0695351956007849,0.936783980783583,0.136622372069876,0.0494634556844676,NA,26.9810197917313,129.102431268177,0.195805371742743
"2014T2",90,0.477651516472657,0.114817828755804,0.827925561831592,0.13261960148574,0.101389557863966,NA,26.3665192256463,172.922534931256,0.228016275218782
"2014T3",1,0.535423370546543,0.140016434584962,0.953816412637024,0.315235229832771,0.153607249626087,NA,30.9574530440616,269.476915802272,0.319695106235847
"2014T3",2,0.517972937939411,0.187629068702983,0.883988656097297,0.223283511433932,0.137165303514727,NA,32.939496126052,151.71371186713,0.202361307056309
"2014T3",3,0.524445389251313,0.170114022151951,0.901812673784001,0.283922070717848,0.129695097944799,NA,31.2477157742239,218.600553135926,0.246649384088084
"2014T3",4,0.507660010710617,0.116785534693706,0.933338038147618,0.17019058903031,0.0930350990415337,NA,32.2455211408992,203.813755522506,0.230509304019856
"2014T3",5,0.521494149198384,0.160823517817862,0.877961037673759,0.205263913737812,0.119045147449983,NA,29.2270115246762,193.66978871936,0.302189809763986
"2014T3",6,0.499912558809298,0.174581200726093,0.881617095618558,0.258407407204136,0.137170088095573,NA,31.0285929141737,184.267967516237,0.232475515427743
"2014T3",7,0.502179645255497,0.108509368496432,0.956669282384602,0.27854683281952,0.121933637456815,NA,31.6636180026612,217.112260867682,0.319517214956185
"2014T3",8,0.498112388462965,0.0797292621941748,0.930723825219499,0.186297872050878,0.104464346670091,NA,27.0413726078289,189.959279109623,0.242905823597014
"2014T3",9,0.503901837394427,0.0858479238001271,0.944797112872474,0.233939525301952,0.114496013284432,NA,29.8763346927165,204.689208495161,0.328392793053422
"2014T3",10,0.518180463883223,0.103443194982537,0.913864827637951,0.221441448227813,0.123020721052766,NA,30.9921092153789,233.253205854647,0.27392967267805
"2014T3",11,0.4821720120549,0.138537424811492,0.94737349831662,0.333678113558889,0.175076046812822,NA,31.0617558555986,222.390600357193,0.272123974882959
"2014T3",12,0.494339431157785,0.0932086495103448,0.912656818894484,0.170960054828048,0.0773886758002846,NA,29.1732421161072,148.058644026712,0.214457879339174
"2014T3",13,0.494272743861587,0.0964841255186556,0.891895864694963,0.200112719280683,0.0971522102251822,NA,29.5040714762078,165.388062863161,0.226049902870265
"2014T3",14,0.51356889536591,0.123661814567937,0.942459160720511,0.19430391595205,0.0701944466586745,NA,23.3754153534957,162.120011511394,0.247393485024419
"2014T3",15,0.485230400531669,0.106893537440532,0.932829331813107,0.139049104172594,0.0701520772150619,NA,26.4132212890028,175.268375011165,0.248105428929523
"2014T3",16,0.503027410870258,0.127616026455196,0.914789211715904,0.225880813115707,0.141494345763985,NA,26.4538844846587,209.063411272766,0.280462952088757
"2014T3",17,0.507963207281576,0.0890234776776874,0.959233681335991,0.301177281693626,0.191060970280604,NA,31.7079072829641,364.865412260091,0.431848655535941
"2014T3",18,0.520865726867884,0.138175239820154,0.924458614370461,0.242488996218379,0.142400913286432,NA,32.553358283665,234.04940831001,0.300852170392768
"2014T3",19,0.503457231576458,0.114595889672564,0.945109794089828,0.25051125586793,0.0941253806864282,NA,26.2143270616828,177.848120628491,0.26277913601615
"2014T3",21,0.477263250228488,0.0805014323732708,0.943942076157604,0.0993312677618336,0.05176569360791,NA,26.127231815291,228.261225445114,0.288482721810929
"2014T3",22,0.506165437010573,0.0790266779775097,0.943914773116405,0.0929417772566832,0.0323347099625015,NA,24.4327655292915,178.376707958994,0.280881225491038
"2014T3",23,0.484250477681745,0.0792433512810782,0.936877474578814,0.175453009844624,0.106224270029486,NA,27.842876225442,214.393847855493,0.314210822763558
"2014T3",24,0.490177521709172,0.0811421967645416,0.935121320957076,0.152931718048829,0.0662823764098951,NA,27.5955536284948,136.985526065728,0.210061427230244
"2014T3",90,0.480636681009666,0.0926071819296218,0.871805069437553,0.146499275003057,0.0348835068222225,NA,27.9294862768948,140.708361237231,0.128025803191514
"2014T4",1,0.52874948437251,0.148931309171113,0.945303633784816,0.274043960174805,0.138842349031034,NA,29.7966028255386,235.291701269674,0.360112845164942
"2014T4",2,0.521903884839078,0.151148383178455,0.891927177979096,0.20060257845623,0.108976361338381,NA,29.6715130120703,143.91483673345,0.193872939981299
"2014T4",3,0.511128597623673,0.139505616431739,0.91754463286617,0.235555061164594,0.100691777965765,NA,28.6072396861464,184.27757402984,0.269736941212125
"2014T4",4,0.499063594283017,0.129204549255634,0.949584610289712,0.17041047599065,0.0837045073216752,NA,31.8369111233555,174.766957214805,0.223116955991437
"2014T4",5,0.513236604338771,0.164650743488913,0.915102880113375,0.211051634543335,0.104064593115942,NA,28.1532669434642,228.553031245453,0.334222366541596
"2014T4",6,0.510664608878449,0.175714027597702,0.907602191860351,0.246094166410031,0.127693387238921,NA,29.9824881350959,196.645336689415,0.270109881713715
"2014T4",7,0.498561350263703,0.104507169541468,0.955635482421051,0.282165775551868,0.121795480144673,NA,29.7640725973573,221.983495734012,0.321417342665563
"2014T4",8,0.502763092197748,0.0736777462263556,0.925099360611501,0.182933376495245,0.0990903063327819,NA,25.6622920273677,159.1087982258,0.222205676628957
"2014T4",9,0.504013839607019,0.0833416337388345,0.936736325138892,0.210003117595502,0.0981957953967556,NA,29.3508043058723,207.614682804862,0.326654547339292
"2014T4",10,0.518176065875752,0.106139416929259,0.918606178030685,0.207861076776388,0.115086209829711,NA,29.4604490458196,195.419290713384,0.298972581651773
"2014T4",11,0.506642570169502,0.1360599114296,0.9480160128232,0.321672015172423,0.1876307038899,NA,30.0230255494622,206.670901900654,0.261663061122208
"2014T4",12,0.499374146175269,0.0960645191462152,0.918898485561854,0.164071119723618,0.0670854739265928,NA,28.6628166506433,150.663752818741,0.223157467595027
"2014T4",13,0.488323698731374,0.0954513133391671,0.911067580782314,0.203704929183596,0.102652513970571,NA,29.9920088135981,164.306790627008,0.225707996199946
"2014T4",14,0.511969432346313,0.132917778015585,0.921029998477529,0.226646106582377,0.0931436165117679,NA,22.9459303898582,137.786933130207,0.224590616046149
"2014T4",15,0.491903310732524,0.106271005203284,0.948313704340947,0.213716988800238,0.0814376487899638,NA,25.2625223466603,191.175995613212,0.293035052989456
"2014T4",16,0.493032270789732,0.141169035229806,0.924330757522523,0.234620974243287,0.119551712576631,NA,25.5649828177975,197.591866565734,0.2846943543298
"2014T4",17,0.508591244087099,0.0909587567604933,0.955988561656486,0.295475414092011,0.163318247759507,NA,30.0144648255531,312.211893412097,0.443746988174204
"2014T4",18,0.502008461556234,0.150974268990765,0.935380835814198,0.220970739751087,0.119526420458551,NA,29.984133145913,220.103886614646,0.301218192098293
"2014T4",19,0.504038997534187,0.156664575077461,0.958411605213206,0.293683366694161,0.107145999302699,NA,25.7453082498822,190.04365362289,0.264924841326626
"2014T4",20,0.506536577170824,0.0985807436201674,0.943875721058297,0.276992683207854,0.1440978592985,NA,28.2468692625314,575.591679321181,0.587701843925412
"2014T4",21,0.496032401338989,0.0774571878950444,0.94076838914154,0.115499116860442,0.0562594755438342,NA,25.6561029332845,193.913544198103,0.290520579640191
"2014T4",22,0.491304815049537,0.0834947014384012,0.927753834900834,0.101822675669476,0.0431040156023988,NA,23.2311254205724,177.405912879252,0.298250210613454
"2014T4",23,0.507635424252284,0.0835970173140408,0.947361939523856,0.175457622978733,0.0801786057443019,NA,27.8393362934242,190.835112339327,0.322234129401637
"2014T4",24,0.488996667454463,0.0782098701930065,0.950028213613118,0.142241948979755,0.0643815057344626,NA,26.1484601266759,151.034989459696,0.254454055377591
"2014T4",90,0.492070368359555,0.101648136422785,0.916175161100749,0.0984517808965003,0.0299138764489616,NA,26.4735880907167,129.841754850114,0.228005734057287
"2015T1",1,0.523266402070959,0.187261493925012,0.953362206453811,0.282223565700219,0.141241970192357,NA,31.3096213466878,246.345181445517,0.309748219349583
"2015T1",2,0.544975309729741,0.149917422359423,0.909537623977876,0.18228237410297,0.100118983400195,NA,29.6360918912486,152.892359949728,0.171960452113311
"2015T1",3,0.529091871277836,0.199123063619361,0.919912903908135,0.249182226820698,0.105114223406066,NA,31.2744950794432,179.266572940183,0.221035256966432
"2015T1",4,0.487809927556294,0.159729743188455,0.936428048599875,0.185076993894203,0.0822879845525942,NA,31.4717727690218,187.174823255618,0.205409351996881
"2015T1",5,0.522658979058042,0.174690183576745,0.902013970264894,0.205380063874415,0.0966177313660207,NA,28.9405945040414,223.505694347008,0.299563762971069
"2015T1",6,0.51746871207983,0.186691673894334,0.90009551317637,0.251241956062631,0.138214571586676,NA,29.2837792825164,163.404301893293,0.2299799696405
"2015T1",7,0.503422371245063,0.114678154688044,0.95881987522445,0.279587209743401,0.11105628452699,NA,29.3304253462974,196.604705780086,0.293981150084189
"2015T1",8,0.496823601527618,0.0832177336446368,0.922027926797915,0.166592663295601,0.091177367870419,NA,25.8557073161239,159.474868846472,0.224610624276736
"2015T1",9,0.502726612504048,0.0826668301599695,0.951250510894496,0.216318531234539,0.0959916764131301,NA,29.2676318410308,200.292691734803,0.333605370247859
"2015T1",10,0.513825565356922,0.133310113829714,0.893095741843571,0.156787390944374,0.0871242379428492,NA,29.6452321217762,189.924688910598,0.274658089252037
"2015T1",11,0.498080228506442,0.177225904371784,0.955162555811712,0.268348509146869,0.117455379310554,NA,31.8965616275655,245.436293810411,0.228327486010692
"2015T1",12,0.493991140463441,0.10030505965787,0.931618155654995,0.23049506686218,0.125362832725306,NA,28.0425764667813,155.354712430388,0.230370660541102
"2015T1",13,0.494638464149475,0.104239691050443,0.918652908633115,0.191356668709028,0.0912647897641023,NA,30.2132013604844,153.669298047039,0.195937631949811
"2015T1",14,0.505826068935249,0.195149501996429,0.90456378463678,0.185055341018702,0.052928432757413,NA,23.44814879804,135.27819815332,0.174155638389842
"2015T1",15,0.481574552469299,0.124381972807932,0.917412172028864,0.19224622182584,0.0857489671089077,NA,26.3009825365637,178.796206107766,0.242401830966287
"2015T1",16,0.49047943883897,0.181570331858506,0.916814617964419,0.235689408228515,0.137681815222384,NA,25.3182661548308,183.285015537395,0.236409444056061
"2015T1",17,0.512269336520636,0.0900447607597322,0.952472278456127,0.29847759201528,0.179943368775575,NA,29.5067694907795,280.295480643616,0.41506050603125
"2015T1",18,0.514598993292567,0.158893334320549,0.930592466017952,0.241129508924329,0.142136450129856,NA,31.7474851575895,214.018336906932,0.281184441432984
"2015T1",19,0.473865058000875,0.17816790859664,0.937630332413073,0.205368325224589,0.0884196051629018,NA,26.8873841792833,155.113819090751,0.185411459386706
"2015T1",21,0.491860107482879,0.087068117170599,0.929334724111901,0.120526591609396,0.0618495683044831,NA,25.7248429118018,195.112649340319,0.265132242222447
"2015T1",22,0.482004102340592,0.0813193282674491,0.939732118082016,0.125362166585355,0.050574816112466,NA,24.8374119244818,211.843834414112,0.306792928916032
"2015T1",23,0.499384153573359,0.0876208951877105,0.924630517502947,0.183871879088851,0.083832594636243,NA,27.2049100008381,172.161983779801,0.260978457517573
"2015T1",24,0.488547331500192,0.0755349774263852,0.951471138178997,0.159491537789277,0.0446134637047528,NA,26.971320383078,139.3841228887,0.226722492447401
"2015T1",90,0.496094153100497,0.122662224240183,0.856916177368515,0.117922070169101,0.0568646136050823,NA,26.2303577573002,138.317486868197,0.25481235641916
"2015T2",1,0.519984423975689,0.142836331120514,0.947009654416142,0.291679905474647,0.155333529619384,NA,30.5682871015167,264.07753311524,0.34968951864449
"2015T2",2,0.517506257792335,0.158487034109229,0.894424992923467,0.188788024005626,0.0967831946685151,NA,29.5967255704775,150.130946167493,0.180825747079124
"2015T2",3,0.532175070493595,0.154528195416077,0.91286134221782,0.210942999244943,0.0848171285635474,NA,29.6061909549783,209.104234144373,0.229914117559373
"2015T2",4,0.504156243679025,0.135075784151558,0.939542129075552,0.163387333967627,0.0767377177814196,NA,31.1723032327592,167.73635644184,0.210598562741432
"2015T2",5,0.515154654653073,0.159227108922274,0.909390419248844,0.217329163427032,0.107524676969874,NA,28.6219503329185,193.372549338321,0.305533847921535
"2015T2",6,0.523626413999955,0.214254830113708,0.898781799743152,0.199571164414148,0.0944106778251924,NA,29.2736616515129,163.916717150888,0.229336565634812
"2015T2",7,0.500374908312923,0.110097600047741,0.964321657393234,0.276673054594944,0.111612635953,NA,29.1638834332757,219.269663142481,0.344349886774913
"2015T2",8,0.511555027847892,0.0765037548831267,0.921481506926675,0.198114495452659,0.102051104764363,NA,26.0969818045429,157.282037407792,0.215043116849174
"2015T2",9,0.504681680164175,0.0830107533021878,0.954130239608076,0.249868901348058,0.110711240416202,NA,29.3100159635121,216.960991886305,0.328438118666175
"2015T2",10,0.510096067136883,0.111820748782661,0.909666956453927,0.222788850663723,0.109003181264863,NA,29.6488793589579,222.51478558751,0.278908147130254
"2015T2",11,0.5046821983985,0.144864431988034,0.957329305139758,0.317285277315947,0.189895554771269,NA,30.8763812554612,253.541373112321,0.258766423591957
"2015T2",12,0.490569705646162,0.107629322763697,0.917765248202373,0.189253745249411,0.0856261627361949,NA,28.1757958039947,177.125872623586,0.232847839941737
"2015T2",13,0.492428300321868,0.108180536129119,0.925793077054696,0.231161363405423,0.107390185094921,NA,29.4123202211219,180.925060951711,0.230416708543799
"2015T2",14,0.490084407209436,0.185473770568567,0.902156510820123,0.154911693472216,0.0588598561197682,NA,22.2409405746414,135.060664996336,0.183167896872909
"2015T2",15,0.486572038040318,0.107462746132431,0.932421019891438,0.168545731720059,0.0812021796531299,NA,25.3112354171918,162.826435289733,0.246417448060254
"2015T2",16,0.499704631523959,0.145039460062745,0.919601507129525,0.212185690517228,0.12096751278091,NA,24.7402987348869,198.576066709485,0.234928832654076
"2015T2",17,0.508548124135999,0.0938150985250254,0.951913632778594,0.3032241563347,0.167026447481537,NA,30.0100806373728,288.020699805551,0.403576319501082
"2015T2",18,0.513778980848925,0.141746812818906,0.932466940527152,0.232806232603803,0.139186946619066,NA,30.8746845372064,228.710985338119,0.298552477706872
"2015T2",19,0.496622766155521,0.152069291188756,0.932727517558678,0.224360659252462,0.0956215827402184,NA,26.1808745204608,177.677293781921,0.251776067188707
"2015T2",20,0.502267984658448,0.122633424925329,0.977141731201066,0.352190793091206,0.152353085422574,NA,28.911435015308,637.726140616174,0.57973051135449
"2015T2",21,0.495652929369126,0.0911308397842268,0.947870036576606,0.134635857820004,0.0618605378775783,NA,25.5288709967306,201.098803842338,0.296945196883465
"2015T2",22,0.484930265954263,0.0892848626750477,0.932380941022926,0.130660958089629,0.0486185757544019,NA,23.6385566311176,187.727643164054,0.285909575995242
"2015T2",23,0.490579357653636,0.0923086752288252,0.935288829064442,0.17496423902871,0.0751078943568287,NA,26.8104380926305,188.403516810777,0.296389774706421
"2015T2",24,0.494124010002244,0.0720792011752414,0.940161713559419,0.162294264531032,0.0533121563635047,NA,26.1145005623857,133.889472924974,0.207569862441854
"2015T2",90,0.52285345560802,0.12713040315265,0.898335390606449,0.235728709400755,0.184348819961325,NA,26.7389550193973,233.84444423242,0.291997846312177
"2015T3",1,0.528934476213799,0.146874488496211,0.943616004938855,0.312262182033655,0.155912693142297,NA,29.8725859704444,283.50735976317,0.352249347091616
"2015T3",2,0.520660986356152,0.153294972065686,0.88513190631435,0.221762834295442,0.118618245118833,NA,29.7640951077484,174.670810446833,0.237229865689016
"2015T3",3,0.552175379792647,0.158392157355376,0.871718891053616,0.246223118553843,0.103556557906907,NA,31.167240463058,213.131547358976,0.242109150584458
"2015T3",4,0.523789262724382,0.150115979501121,0.947310195380785,0.233545602887105,0.087609241027325,NA,32.7813408853007,200.414676588621,0.211788660227759
"2015T3",5,0.522765213181651,0.15819362394793,0.896873906456815,0.234478696326504,0.103511728162981,NA,28.7016404811343,225.9789697103,0.326614918569601
"2015T3",6,0.514925401162673,0.174201576545779,0.892252808565407,0.216930426323099,0.103050255939576,NA,30.2103084215098,209.147944580615,0.235896078084404
"2015T3",7,0.508099281376519,0.118706747254621,0.958716597488214,0.269796079473133,0.131265609124625,NA,30.7402016508812,223.428481944503,0.318908773012664
"2015T3",8,0.520184921813034,0.0816535539686882,0.924808045465219,0.205702959649422,0.102815264128366,NA,26.4063471800042,183.004743179866,0.241499682175162
"2015T3",9,0.504435806952521,0.0909424505954255,0.950482057423873,0.24603411898266,0.112880230320125,NA,28.8944599817083,217.170063102795,0.330681642785491
"2015T3",10,0.512737760814398,0.113996935632943,0.913232947105238,0.250689794334042,0.12336300366508,NA,30.3284733882616,247.392229752631,0.29361833379375
"2015T3",11,0.499777160975118,0.160266763117919,0.946657157513808,0.319298756513861,0.180364292660237,NA,30.6622839024211,237.718091476076,0.233726472525529
"2015T3",12,0.4793493574025,0.104708540844935,0.917423819144245,0.201028920547323,0.0974099171422866,NA,28.589500503372,168.437430287367,0.247116024611551
"2015T3",13,0.502522879435503,0.108961825089262,0.910115189785764,0.224315728940589,0.108706418819602,NA,28.5296534992519,217.64537362857,0.241767593940951
"2015T3",14,0.502113630448278,0.178622726916662,0.924209972292632,0.217491057173356,0.0942816056485557,NA,23.2539136923447,192.825671538277,0.225373614518018
"2015T3",15,0.498064547726486,0.146919330749523,0.954411180477181,0.185277930818452,0.0671335560774119,NA,24.5902492766547,165.125985125746,0.202143214319076
"2015T3",16,0.501297579956249,0.130143660871461,0.917448193937001,0.221247879343072,0.10364969384516,NA,24.4821832104875,229.696847228674,0.279794305568362
"2015T3",17,0.513007910638769,0.0950893552391122,0.955882848858641,0.353759891108819,0.202570201324737,NA,30.5314536675411,365.476271702421,0.443160830076876
"2015T3",18,0.515502342616398,0.141861615777568,0.928768779164149,0.241636306593035,0.142786205105909,NA,29.8211873615649,257.765941558744,0.311414540101732
"2015T3",19,0.486078255708793,0.159829024660788,0.939422416812687,0.262417649062308,0.0844627041667239,NA,26.1447437986667,212.457383260628,0.277088945821279
"2015T3",21,0.495279045796015,0.0846359894420707,0.952084640896916,0.178942930893374,0.0604125094184687,NA,25.3117756967032,236.438833738311,0.31046282997615
"2015T3",22,0.499036761544414,0.102612810809693,0.950489540450368,0.176501347342264,0.0764368596882556,NA,23.8368260713587,194.232845040152,0.279434113062437
"2015T3",23,0.492869842227589,0.0933809517027108,0.929969602324691,0.225495973454321,0.128161951157214,NA,28.2756156390561,253.646093448377,0.358474101256871
"2015T3",24,0.496655299848918,0.0662595035680155,0.930328713078147,0.173001635498793,0.0866788707105606,NA,27.3737612822712,149.511352178089,0.220431848335712
"2015T3",90,0.422320635073768,0.0875330713517274,0.893008786465345,0.0764531071132268,0.0447678370278035,NA,24.7029969452469,125.122960454995,0.200636730651552
"2015T4",1,0.531186268887039,0.127558716886724,0.939278631379792,0.314047495944209,0.164515391800087,NA,30.1664339334922,244.146071048954,0.332088668972376
"2015T4",2,0.516766834672685,0.171102403364034,0.898540664415819,0.237920294604373,0.123651869157223,NA,29.408524665846,172.637401929554,0.201342786027421
"2015T4",3,0.526690719622733,0.130286064691809,0.918625688742559,0.2182225747932,0.0924670740363609,NA,30.1284268777899,210.912713883779,0.260937138808782
"2015T4",4,0.51153288263258,0.131223340019318,0.955421143201279,0.209064149251616,0.0986629714162615,NA,31.9242525953043,166.720143725837,0.20833899196704
"2015T4",5,0.523983964087531,0.165665481280786,0.91171752388987,0.197446115024727,0.0891280390013226,NA,28.52929540216,197.135519493361,0.306206021133762
"2015T4",6,0.515683298163469,0.215210811262762,0.877900118940995,0.182050773822345,0.103549545771229,NA,30.3036179420228,159.767026165776,0.203907647370134
"2015T4",7,0.497670430432447,0.104598173609644,0.963336691926405,0.271379589760013,0.13334956182495,NA,30.2410363018125,215.497802979301,0.321636056508391
"2015T4",8,0.5030906762747,0.0828616618441446,0.925770110045481,0.188580160544498,0.0998210325229736,NA,26.489605114095,167.029596598959,0.215931602289832
"2015T4",9,0.501328226420968,0.0904594720529752,0.951664982152698,0.245669865715862,0.1125050043918,NA,28.9469609838166,234.692473793338,0.336872483935249
"2015T4",10,0.521276270805391,0.108320890329147,0.916114377087332,0.242528716520791,0.120049380753797,NA,30.2535846033351,201.023817778298,0.280216569551405
"2015T4",11,0.508170705348626,0.132933854722505,0.956837123865732,0.337471987384019,0.194231443767267,NA,31.06280504104,227.409706181356,0.25452287455985
"2015T4",12,0.490344392566298,0.101964514333473,0.936054158615845,0.196757177949204,0.0888636280814582,NA,28.2245146001052,188.373722420159,0.236775700482622
"2015T4",13,0.496108323314809,0.0946792850511046,0.90945737361126,0.215151035066576,0.120496378352374,NA,29.1710947932258,188.680908624454,0.225756886367796
"2015T4",14,0.507665630261333,0.156481076351333,0.9195680225958,0.20066529167639,0.0881502184060749,NA,23.9279181137524,149.034775692718,0.212536944765008
